Character,Dialogue
unknown,"Okay, fine, but um, I can't stay."
unknown,(Slow Jazz tune plays)
unknown,"Um, okay..."
unknown,"Joan, I'm probably wrong, but I feel like the other ladies are very... un-soothed by the fact that I'm here."
unknown,"Oh they are, but don't worry."
unknown,It's just that we've just all grown very fond Of Ted.
unknown,Oh well... we're not dating.
unknown,But I do understand that old women can get very possessive about young... younger...
unknown,"Dear, we know all about the failed engagements."
unknown,"But don't worry,"
unknown,I'm not going to rake you over the coals to find out how on earth you ever let that one get away. Or why?
unknown,Okay...
unknown,It's none of my business and I'm sure you have your reasons.
unknown,I'd just want to know what they are?
unknown,"Aggressive move, Joan."
unknown,"Well, I've been trying to set Ted up with my granddaughter"
unknown,For two years now. And nothing.
unknown,Do you want me to put in a good word?
unknown,It wouldn't matter. And you know why?
unknown,Is she not cute?
unknown,She's not you.
unknown,You must know that Ted is still stuck on you.
unknown,I think you ladies are just a little bit confused.
unknown,Ted and I are just very close friends.
unknown,Hm.
unknown,My husband and I were really close friends for    years.
unknown,♪
unknown,Mind if I cut in?
unknown,"Oh, yeah."
unknown,But I'm also happy to keep dancing with one of them.
unknown,"No, I meant I could dance with Joan."
unknown,Just the ladies get pretty upset if I don't divide my time between them.
unknown,"Oh, yeah. Yeah..."
unknown,Uh... Well then I will dance with Dot!
unknown,I would rather dance with the Swiffer.
unknown,Okay...
unknown,(Slow Jazz tune plays)
unknown,"Oh, I can't believe I took that with three sevens."
unknown,"Well, I guess it wasn't Gwen, was it, Johnny?"
unknown,Sorry?
unknown,"Nothing, nothing, Bob."
unknown,"Well, uh, Johnny had this theory that Gwen and you were..."
unknown,"Johnny, why don't you tell Bob your theory."
unknown,(Crickets chirp)
unknown,"Well, Uh..."
unknown,You thought we were cheating?
unknown,No! No... I
unknown,"No offense, but I don't need to cheat to beat any of you."
unknown,"It's just, you win a lot, Bob."
unknown,And there's a reason for that.
unknown,"Listen now Ronnie, when you"
unknown,"- when you have a good hand, you close your cards real quick."
unknown,"And Ray, when you've got a bad hand, you start tapping your foot."
unknown,And Johnny your right eyebrow kind of just pops up
unknown,"And Roland... well, you know..."
unknown,I don't even know if you know the rules.
unknown,I don't know all of them. No.
unknown,"Well you know, truth is we put most of the winnings towards the snacks that Gwen serves up."
unknown,We thought it was kind of a special evening for everyone.
unknown,"In my defense, I didn't believed any of this, Bob."
unknown,(Foot tapping) Gwen is very trustworthy.
unknown,"- Ray, you're tapping your foot."
unknown,- Okay.
unknown,♪
unknown,(Kicking thud)
unknown,(Door opens)
unknown,- Moira
unknown,"- Good morning, Sebastien."
unknown,I was up all night evaluating our little project and I've come to the unfortunate conclusion that you may have misrepresented your intentions.
unknown,I wanted to capture the real Moira Rose.
unknown,Does the real Moira Rose live in a studio?
unknown,Or the Palazzo?
unknown,I have. And I will again.
unknown,If you're planning to capitalize on those images...
unknown,You just have to trust me.
unknown,"With this work you will, once again, sit atop the summit of cultural conversation, with your inspired unfettering."
unknown,"Oh, I'd love to believe you, but there's a big fat line between charm and bullshit."
unknown,- Give me your camera.
unknown,- (Door opens)
unknown,David?!
unknown,"Umm, yes Sebastien and I just had some um, stuff that we needed to talk about."
unknown,"Well, I'm having a hard time landing on surprise or betrayal."
unknown,"Yeah, I should probably go. So..."
unknown,"Give me the memory card, Sebastien."
unknown,"Moira, I'm scared for us."
unknown,"Oh, you mean this memory card?"
unknown,"Yeah, I'd give it back, but I don't think it'll be of much use to you."
unknown,It accidentally fell out of your camera into my hand last night.
unknown,And then fell out of my hand into my drink.
unknown,And then I stepped on it a lot. So...
unknown,"It was really good to see you, Sebastien."
unknown,Good luck with the rest of this project.
unknown,"David, I feel terrible that you had to do that just for me."
unknown,It wasn't just for you.
unknown,Let's just say we both won.
unknown,"Okay folks, we're going to start with something a little different tonight."
unknown,The game is called crazy eights.
unknown,And the diamond shaped things are wild.
unknown,"Roland, shush."
unknown,"Well I'm just glad we're back here again, and that we could put all that unpleasantness behind us."
unknown,"Gwen, these Teriyaki meatballs they're delicious."
unknown,Wow and those sliders look incredible.
unknown,Those aren't for you.
unknown,How's that watch working out for you?
unknown,I love it.
unknown,Thanks.
unknown,(Roland teasing quietly): Johnny...
unknown,Joahnny... (Amused chuckle)
unknown,"Episode transcripts for the TV show ""Schitt's Creek"". Aired: January 2015 to April 2020.*"
unknown,"(Birds chirp, cars rumble)"
unknown,"Alexis, I just got an email from your school."
unknown,"Okay, in my defense, I did not know he was a substitute teacher, and basically, nothing happened."
unknown,"Okay, well, that's not it, and please don't go down that path again."
unknown,Apparently there's a lice outbreak in your class.
unknown,- Oh my God!
unknown,- Ewww!
unknown,"Ugh, it's probably Kelsey, she's such a horse girl."
unknown,"Honestly Alexis, if you don't like the way somebody looks..."
unknown,"Dad, that's so mean!"
unknown,"She doesn't look like a horse, she just talks about them a lot."
unknown,And smells a bit.
unknown,"(Gasps) You know, you keep scratching."
unknown,Ewww!
unknown,"No, I'm just allergic to the down pillow."
unknown,"No, no, you probably have lice."
unknown,You're scratching because you have lice!
unknown,"Wait a minute, we were in all the rooms changing the sheets!"
unknown,"Okay, how-can lice jump?"
unknown,"Because if I was sleeping in my bed, could a lice jump from her bed to my bed?"
unknown,Can everyone stop saying lice please?!
unknown,Now I've gotta go back and change all the sheets again.
unknown,"Okay, how do I know that she didn't give me her lice?"
unknown,"David, you don't have lice."
unknown,Nobody here has lice!
unknown,"No, no, you do!"
unknown,You-you have the lice!
unknown,- Ah!
unknown,- Ughhh!
unknown,- Oh! Aah!
unknown,"- Alexis, you've gotta go to the store and get something to deal with that now!"
unknown,"Okay, I've gotta go back and change all the sheets."
unknown,Oh! This is the last time I take a pity selfie with Kelsey!
unknown,- Get away from me!
unknown,- Aah!
unknown,(Cart rattles)
unknown,(Knocking) Housekeeping.
unknown,- Hello!
unknown,"- Oh, hi."
unknown,"Uh, just here for the complimentary...sheet change."
unknown,But the bed's already made up.
unknown,"Yes, yes, well some of our guests prefer morning and... evening sheets."
unknown,"Uh, these are a little heavier, for sleeping, right?"
unknown,"So if you don't mind, I'll just get to it."
unknown,"I think we're good, I mean, we haven't even touched the sheets."
unknown,"Oh, good, good, good!"
unknown,Why is that good?
unknown,"Well, it just means you're having a busy day, you know, up and at 'em."
unknown,- Oh.
unknown,- Right.
unknown,(Laughs) Right.
unknown,"And your hair's in a ponytail, that's fantastic."
unknown,Yeah...
unknown,"And by that I mean it's very hot outside, and... gives the neck a chance to breathe, um... yeah."
unknown,So...
unknown,We're actually just on our way out so...
unknown,"Oh well, good timing then, huh?"
unknown,"So why don't we follow you out, hmm?"
unknown,So that's a yes to changing the sheets?
unknown,"No, no, I think we're good. Thanks."
unknown,After you.
unknown,"Oh, so leaving everything as is, then."
unknown,Couple: Yeah!
unknown,(Bell on door jingles)
unknown,"Hi, sorry I'm late, it's been a busy morning."
unknown,(Sighs) How are you?
unknown,"I'm fine, thank you."
unknown,It's nice to see you.
unknown,Hm! Are you talking to me?
unknown,"I'm not used to that ah, level of kindness."
unknown,"Yes, we haven't seen each other in weeks, so I was just saying it's nice to see you."
unknown,"I'm going to ignore that passive aggression, and instead, lean in to the fact that we're both working professionals now, and Mama Oprah would be very proud of us."
unknown,"Okay, that's one way to look at it."
unknown,"Um, so you know what I think would be super fun, if we hung out at your place tonight."
unknown,- My place?
unknown,- Mhm.
unknown,You've never been to my place.
unknown,"Yeah exactly, you were just saying that we haven't been spending as much time together, and that it's been really bothering you."
unknown,I don't remember saying that last part.
unknown,"Yeah, so I was just thinking like, what about a late night hang, or like, a platonic sleepover?"
unknown,Mm... what's on your head?
unknown,Hm? A hat.
unknown,That I'm test driving for the store.
unknown,"I mean, what's happening under the hat?"
unknown,- The other side.
unknown,"- Oh, I see."
unknown,"Yeah um, that would be a shower cap."
unknown,So this would have nothing to do with... the lice outbreak at the motel?
unknown,Your dad just called me.
unknown,"Mhm, um... so I might be taking preventative measures."
unknown,I can't afford to have the store infested with lice.
unknown,"I don't think it works that way, but just so we're clear, you were wanting to have a platonic sleepover at my place would have nothing to do with the fact that your sister has lice?"
unknown,"Yes, that is almost entirely correct."
unknown,Oh...
unknown,Moira: Good morning!
unknown,Bob: Who's gonna be the one to tell her?
